# published [ 32 dets ]
1.0 0 -0.8554 0.0000 # (extrapolated)
#1.0 0 -0.8540 0 # (variational)

# improved [ 48 dets ]
#1.0 0 -0.8561 0.0000 # (extrapolated)
#1.0 0 -0.8546 0 # (variational)
