3.926990816987199762e-01 -1.531886626854805644e-01
1.178097245096199952e+00 -3.014200502653829883e-01
1.963495408493600047e+00 -3.753782013308128995e-01
2.748893571891100063e+00 -4.083014236695070576e-01
3.534291735288499936e+00 -4.178981752075447420e-01
4.319689898685999729e+00 -4.143407499652646542e-01
5.105088062083400047e+00 -4.024600942395299974e-01
5.890486225480899840e+00 -3.874601548654887928e-01
6.675884388878300157e+00 -3.711368863287822784e-01
7.461282552275799951e+00 -3.543039138095547824e-01
8.246680715673200268e+00 -3.365512032055852365e-01
9.032078879070699173e+00 -3.210838047773988402e-01
9.817477042468100379e+00 -3.055335458360064482e-01
1.060287520586600074e+01 -2.914759220804664097e-01
1.138827336926300049e+01 -2.774497089476359313e-01
1.217367153266000024e+01 -2.650940669735988298e-01
1.295906969605800008e+01 -2.537775985328900030e-01
1.374446785945499983e+01 -2.428186760290858559e-01
1.452986602285299966e+01 -2.326612189882670823e-01
1.531526418624999941e+01 -2.232491455836670413e-01
1.610066234964800103e+01 -2.144613695053470270e-01
1.688606051304499900e+01 -2.061697710555064622e-01
1.767145867644299884e+01 -1.991996532438629341e-01
1.845685683984000036e+01 -1.913731357896817642e-01
1.924225500323699833e+01 -1.852568237484064628e-01
2.002765316663500172e+01 -1.788019378086629085e-01
2.081305133003199970e+01 -1.722689319244941064e-01
2.159844949342999954e+01 -1.667367393137776377e-01
2.238384765682700106e+01 -1.616672689811829433e-01
2.316924582022500090e+01 -1.570461433541635032e-01
2.395464398362199887e+01 -1.515478441655876696e-01
2.474004214701999871e+01 -1.477711379533917513e-01
2.552544031041700023e+01 -1.438564471726599958e-01
2.631083847381500007e+01 -1.401568159308770323e-01
2.709623663721200160e+01 -1.361264367273171128e-01
2.788163480060899957e+01 -1.323589362957641458e-01
2.866703296400699941e+01 -1.295725104431106056e-01
2.945243112740400093e+01 -1.261370525503300033e-01
3.023782929080200077e+01 -1.228071077317565013e-01
3.102322745419899874e+01 -1.201020182029958611e-01
3.180862561759699858e+01 -1.171094812352206083e-01
3.259402378099400011e+01 -1.149525451351664646e-01
3.337942194439199994e+01 -1.122128810217217637e-01
3.416482010778899792e+01 -1.095618693729305954e-01
3.495021827118600299e+01 -1.070637215781017476e-01
3.573561643458400283e+01 -1.057125430234211877e-01
3.652101459798100080e+01 -1.025982876329694371e-01
3.730641276137900064e+01 -1.002544874373993977e-01
3.809181092477599861e+01 -9.924818580745586871e-02
3.887720908817399845e+01 -9.691138392224886433e-02
3.966260725157100353e+01 -9.557137289991977924e-02
4.044800541496900337e+01 -9.278511847279152791e-02
4.123340357836600134e+01 -9.089776395110280016e-02
4.201880174176299931e+01 -8.974525055411507191e-02
4.280419990516099915e+01 -8.825767593772289310e-02
4.358959806855799712e+01 -8.689209802318147158e-02
4.437499623195599696e+01 -8.506648574437158938e-02
4.516039439535300204e+01 -8.453614940266024336e-02
4.594579255875100188e+01 -8.218815608270246820e-02
4.673119072214799985e+01 -8.102454923583739255e-02
4.751658888554599969e+01 -7.953961125216253703e-02
4.830198704894299766e+01 -7.837249927273901018e-02
4.908738521234099750e+01 -7.748901373817899951e-02
4.987278337573800258e+01 -7.556225759316922974e-02
5.065818153913500055e+01 -7.489685048542746304e-02
5.144357970253300039e+01 -7.356254479250753930e-02
5.222897786592999836e+01 -7.266978361033399336e-02
5.301437602932799820e+01 -7.161177698839153727e-02
5.379977419272500327e+01 -7.051523648180629822e-02
5.458517235612300311e+01 -6.952748719969822910e-02
5.537057051952000108e+01 -6.857177971807465466e-02
5.615596868291800092e+01 -6.761777943740253372e-02
5.694136684631499890e+01 -6.688819404427279181e-02
5.772676500971199687e+01 -6.685121345063034515e-02
5.851216317310999671e+01 -6.464659269727565660e-02
5.929756133650700178e+01 -6.407473835901818238e-02
6.008295949990500162e+01 -6.310280900063876264e-02
6.086835766330199959e+01 -6.222215068973011715e-02
6.165375582669999943e+01 -6.169939740881023871e-02
6.243915399009699740e+01 -6.077778919174980921e-02
6.322455215349499724e+01 -6.093214566541282906e-02
6.400995031689200232e+01 -6.022803576324600033e-02
6.479534848028899319e+01 -5.886706413372830293e-02
6.558074664368699302e+01 -5.862566470507594996e-02
6.636614480708399810e+01 -5.717110300473216694e-02
6.715154297048199794e+01 -5.633331094729834843e-02
6.793694113387900302e+01 -5.585765065663565038e-02
6.872233929727700286e+01 -5.519767961179835453e-02
6.950773746067399372e+01 -5.504087246503141378e-02
7.029313562407199356e+01 -5.346029950881099613e-02
7.107853378746899864e+01 -5.408815218154834625e-02
7.186393195086699848e+01 -5.335604652938893272e-02
7.264933011426400356e+01 -5.197523855023234579e-02
7.343472827766099442e+01 -5.172347705496765230e-02
7.422012644105899426e+01 -5.170459448124836016e-02
7.500552460445599934e+01 -5.099659028364306179e-02
7.579092276785399918e+01 -5.005301927372535903e-02
7.657632093125100425e+01 -4.980695292107730626e-02
7.736171909464900409e+01 -4.964622555155457501e-02
7.814711725804599496e+01 -4.894034715067446806e-02
7.893251542144399480e+01 -4.804533452404517735e-02
7.971791358484099987e+01 -4.763894727895646997e-02
8.050331174823800495e+01 -4.781402416475930006e-02
8.128870991163600479e+01 -4.700983021771776293e-02
8.207410807503299566e+01 -4.644140328317510752e-02
8.285950623843099550e+01 -4.580960913791041339e-02
8.364490440182800057e+01 -4.500275792168263039e-02
8.443030256522600041e+01 -4.511017141011563342e-02
8.521570072862300549e+01 -4.541042744000294701e-02
8.600109889202100533e+01 -4.498191893475639996e-02
8.678649705541799619e+01 -4.373560072106135593e-02
8.757189521881500127e+01 -4.362689928516475663e-02
8.835729338221300111e+01 -4.342898018848364433e-02
8.914269154561000619e+01 -4.287492154122764937e-02
8.992808970900800603e+01 -4.260595287448482038e-02
9.071348787240499689e+01 -4.217482295183988539e-02
9.149888603580299673e+01 -4.230414867916042210e-02
9.228428419920000181e+01 -4.180633949241301800e-02
9.306968236259800165e+01 -4.137483039700477067e-02
9.385508052599500672e+01 -4.071173081898411816e-02
9.464047868939300656e+01 -4.012170244749128922e-02
9.542587685278999743e+01 -3.990251529401770553e-02
9.621127501618700251e+01 -3.912605276579381175e-02
9.699667317958500234e+01 -3.938505352135087539e-02
9.778207134298199321e+01 -3.942155227003622808e-02
9.856746950637999305e+01 -3.891617918927264830e-02
9.935286766977699813e+01 -3.850455634644951719e-02
1.001382658331699957e+02 -3.831289429452718054e-02
1.009236639965699993e+02 -3.804378748704341506e-02
1.017090621599700029e+02 -3.746188517369253290e-02
1.024944603233700064e+02 -3.777872385925923338e-02
1.032798584867600056e+02 -3.725589110910693114e-02
1.040652566501599949e+02 -3.647944315480675798e-02
1.048506548135599985e+02 -3.660717579874394473e-02
1.056360529769600021e+02 -3.628707370638246943e-02
1.064214511403500012e+02 -3.611790912919705249e-02
1.072068493037500048e+02 -3.608427674345936198e-02
1.079922474671499941e+02 -3.564702195459400896e-02
1.087776456305499977e+02 -3.512992520888200132e-02
1.095630437939399968e+02 -3.508512196668124583e-02
1.103484419573400004e+02 -3.503773494881134987e-02
1.111338401207400040e+02 -3.464712182196288265e-02
1.119192382841399933e+02 -3.374823139602159405e-02
1.127046364475300066e+02 -3.373075707828665504e-02
1.134900346109299960e+02 -3.381153422332300318e-02
1.142754327743299996e+02 -3.361432529255593826e-02
1.150608309377300031e+02 -3.338798627427513183e-02
1.158462291011200023e+02 -3.289697766537870438e-02
1.166316272645200058e+02 -3.303362320313346645e-02
1.174170254279199952e+02 -3.266461711027929260e-02
1.182024235913199988e+02 -3.225033647537894899e-02
1.189878217547099979e+02 -3.183034886775211458e-02
1.197732199181100015e+02 -3.178032568821041737e-02
1.205586180815100050e+02 -3.219058540654406303e-02
1.213440162449099944e+02 -3.154959634669052965e-02
1.221294144082999935e+02 -3.119267767169652678e-02
1.229148125716999971e+02 -3.085995614179805335e-02
1.237002107351000006e+02 -3.097882873384388489e-02
1.244856088985000042e+02 -3.053201043395340972e-02
1.252710070618900033e+02 -3.023851561698458548e-02
1.260564052252900069e+02 -3.075571167180571330e-02
1.268418033886899963e+02 -3.053277016075752609e-02
1.276272015520899998e+02 -3.014194565622817928e-02
1.284125997154800132e+02 -3.013007655467399640e-02
1.291979978788799883e+02 -2.944228379273541168e-02
1.299833960422799919e+02 -2.932080502004311487e-02
1.307687942056799955e+02 -2.878025299116199198e-02
1.315541923690699946e+02 -2.900259182773623143e-02
1.323395905324699982e+02 -2.976857019661563811e-02
