# published [ 32 dets ]
1.0 0 -0.5180 0.0002 # (extrapolated)
#1.0 0 -0.5154 0 # (variational)

# improved [ 48 dets ]
#1.0 0 -0.5172 0.0001 # (extrapolated)
#1.0 0 -0.5160 0 # (variational)
