# published [ 80 dets ]
0.875 0 -1.2855 0.0000 # (extrapolated)
#0.875 0 -1.28453 0 # (variational)

# improved [ 128 dets ]
#0.875 0 -1.2859 0.0000 # (extrapolated)
#0.875 0 -1.28497 0 # (variational)
