# published [ 32 dets ]
1.0 0 -0.3626 0.0002 # (extrapolated)
#1.0 0 -0.3598 0 # (variational)

# improved [ 48 dets ]
#1.0 0 -0.3611 0.0000 # (extrapolated)
#1.0 0 -0.3603 0 # (variational)
